card,cor,cord,cour = heart 心	1532125347501	1	4	cordial	a	  親切	1530335057263	1530487632837								
card,cor,cord,cour = heart 心	1532126296500	0	4	discordant	a	  不和諧										
ced(e),ceed,cess = go 去,行進	1531607207609	0	3	unprecedented	a	  史無前例										
ced(e),ceed,cess = go 去,行進	1531607273587	0	3	processing	n	  處理										
ced(e),ceed,cess = go 去,行進	1531607303648	0	3	precede	v	  優於										
ced(e),ceed,cess = go 去,行進	1531607693158	1	3	proceed	v	  繼續	1530335057263	1530487746396								
ced(e),ceed,cess = go 去,行進	1531692783161	0	4	inaccessible	a	  人跡罕至										
ced(e),ceed,cess = go 去,行進	1531694318852	0	4	intercede	v	  和事佬, 介入										
ced(e),ceed,cess = go 去,行進	1531779761080	0	4	concede	v	  承認										
ced(e),ceed,cess = go 去,行進	1531785213150	0	4	access	v	  訪問										
ced(e),ceed,cess = go 去,行進	1531864694726	1	4	excess	n	  過量	1530932450691	1531007627192								
ced(e),ceed,cess = go 去,行進	1531867134532	0	4	cede	v	  放棄										
ced(e),ceed,cess = go 去,行進	1531952565455	0	4	recess	v	  休會										
ced(e),ceed,cess = go 去,行進	1532038387184	0	4	process	v	  處理										
ced(e),ceed,cess = go 去,行進	1532038956493	0	4	recede	v	  退										
ced(e),ceed,cess = go 去,行進	1532126330583	0	4	succeed	v	  成功										
cent = hundred 百	1531704320432	2	3	centennial	n	  百週年紀念	1530335057263	1530487892562	1530570577758							
cent = hundred 百	1531865601056	0	4	centimeter	n	  厘米										
centr = center 中央	1531607337936	0	3	central	a	  中央										
centr = center 中央	1531612434056	0	4	eccentric	n	  偏心										
centr = center 中央	1531694347565	0	4	concentration	n	  濃度										
centr = center 中央	1532038973680	0	4	egocentric	a	  自我中心										
centr = center 中央	1532039941904	0	4	centrifugal	a	  離心										
cert = sure 碓信	1531612438645	0	4	certification	n	  證明										
cert = sure 碓信	1531694355723	0	4	certain	a	  某些										
chor = sing,dance 唱,跳舞	1531607458436	0	3	carol	n	  頌歌										
chor = sing,dance 唱,跳舞	1531694359260	0	4	chorus	n	  合唱										
cide = kill 殺	1531606980211	0	4	ecocide	n	  生態滅絕										
cide = kill 殺	1531607484777	0	3	homicide	n	  殺人										
cide = kill 殺	1531694363822	0	4	matricide	n	  弒母										
circum,cycl = around,circle 外圍,圓	1531607523358	0	3	circumspect	a	  細心,謹慎的										
circum,cycl = around,circle 外圍,圓	1531607531815	0	3	cyclone	n	  氣旋										
circum,cycl = around,circle 外圍,圓	1531607544606	0	3	cycle	n	  週期										
circum,cycl = around,circle 外圍,圓	1531607969623	0	4	circumnavigate	v	  環航										
circum,cycl = around,circle 外圍,圓	1531693402687	0	4	circumcise	v	  割禮										
circum,cycl = around,circle 外圍,圓	1531698860252	0	4	circuitous	a	  迂迴的										
circum,cycl = around,circle 外圍,圓	1531779221290	0	4	circuit	n	  電路										
circum,cycl = around,circle 外圍,圓	1531866194505	0	4	circulatory	a	  循環系統										
circum,cycl = around,circle 外圍,圓	1531867174672	0	4	cyclic	a	  循環										
circum,cycl = around,circle 外圍,圓	1532038425664	0	4	recycle	v	  回收										
circum,cycl = around,circle 外圍,圓	1532038429864	0	4	bicycle	n	  自行車										
circum,cycl = around,circle 外圍,圓	1532038445221	0	4	circumference	n	  圓周										
cis,sect = cut 分割	1531607030488	0	4	vivisection	n	  活體解剖										
cis,sect = cut 分割	1531607557564	0	3	incisor	n	  門牙										
cis,sect = cut 分割	1531607771875	0	3	scissors	n	  剪刀										
cis,sect = cut 分割	1531607821525	0	3	intersection	n	  路口										
cis,sect = cut 分割	1531694231588	0	3	segment	n	  分割										
cis,sect = cut 分割	1531790724339	1	3	dissect	v	  解剖	1530335057263	1530830215324								
cis,sect = cut 分割	1531866210251	0	4	decisive	a	  決定性										
cis,sect = cut 分割	1531866215992	0	4	sector	n	  扇形										
cis,sect = cut 分割	1532040800411	0	4	precision	n	  精確										
civ = city 城市	1531780780382	0	4	civilization	n	  文明										
civ = city 城市	1532039034964	0	4	civilian	n	  平民										
civ = city 城市	1532039984792	0	4	civilized	a	  文明										
clam,claim = shout 喊	1531606453689	0	4	claimant	n	  索賠										
clam,claim = shout 喊	1531607618042	0	3	acclaim	v	  歡呼										
clam,claim = shout 喊	1531694251177	0	3	exclaim	v	  喊叫										
clam,claim = shout 喊	1531954404526	0	4	reclaim	v	  回收										
clin,cliv = lean,slope 傾斜	1531607039777	0	4	incline	v	  傾斜										
clin,cliv = lean,slope 傾斜	1531607657656	0	3	disinclined	a	  懶得										
clin,cliv = lean,slope 傾斜	1531693455482	0	4	recliner	n	  躺椅										
clin,cliv = lean,slope 傾斜	1531779850659	0	4	recline	v	  橫臥										
clin,cliv = lean,slope 傾斜	1532126389371	0	4	acclivity	n	  上斜										
cogn,gnos = know 認知	1531564216444	2	3	reconnaissance	n	  偵察	1530335057263	1530571343773	1530926755064							
cogn,gnos = know 認知	1531607776754	0	3	agnostic	n	  不可知										
cogn,gnos = know 認知	1531607937494	0	3	recognize	v	  認識										
cogn,gnos = know 認知	1531694347836	0	3	cognitive	a	  認知										
cogn,gnos = know 認知	1531952669760	0	4	cognoscenti	n	  行家										
con = together,intensifier 共同,加強語氣	1531694393686	0	3	consolidate	v	  鞏固										
con = together,intensifier 共同,加強語氣	1531694413178	0	3	coordination	n	  協調										
con = together,intensifier 共同,加強語氣	1531694421565	0	3	corrosive	a	  腐蝕性的										
con = together,intensifier 共同,加強語氣	1531866273715	0	4	contain	v	  包含										
con = together,intensifier 共同,加強語氣	1531952063056	0	4	congregation	n	  集合										
con = together,intensifier 共同,加強語氣	1532040809515	0	4	conservation	n	  保護										
corp,corpor = body 身	1531618123521	0	3	incorporeal	a	  無形										
corp,corpor = body 身	1531704577260	1	3	corpulence	n	  肥胖	1530335057263	1530658023217								
corp,corpor = body 身	1531781620971	0	4	corporal	a	  下士										
corp,corpor = body 身	1531951098583	2	3	corpse	n	  屍體	1530335057263	1530657980226	1530743899165							
cred = believe 相信	1531618215551	0	3	accredited	a	  認可										
cred = believe 相信	1531790995128	0	3	credence	n	  信任										
cub,cumb = lie 躺	1531618254757	0	3	incubator	n	  恆溫箱										
cub,cumb = lie 躺	1531704658699	0	3	incubus	n	  夢魘										
cub,cumb = lie 躺	1531704663084	0	3	accumulate	v	  積累										
cub,cumb = lie 躺	1531779877514	0	4	cubicle	n	  櫃										
cur = run 跑	1531608825228	0	4	cursor	n	  光標										
cur = run 跑	1531618271830	0	3	concur	v	  同意										
cur = run 跑	1531791103924	0	3	concourse	n	  中央大廳										
cur = run 跑	1531954431165	0	4	discursive	a	  漫談式的										
cur = run 跑	1532039087800	0	4	course	n	  課程										
cur = run 跑	1532125491774	0	4	currency	n	  貨幣										
cy, com, hood, ice, ise = 抽象名詞 字尾	1531608866448	0	4	justice	n	  正義										
cy, com, hood, ice, ise = 抽象名詞 字尾	1531694627642	0	3	freedom	n	  自由										
cy, com, hood, ice, ise = 抽象名詞 字尾	1531779272060	3	3	prejudice	n	  偏見	1530335057263	1530658400085	1530744237478	1531087141941						
cy, com, hood, ice, ise = 抽象名詞 字尾	1531781641682	0	4	democracy	n	  民主										
cy, com, hood, ice, ise = 抽象名詞 字尾	1531781661283	0	4	adulthood	n	  成年										
cy, com, hood, ice, ise = 抽象名詞 字尾	1531791178685	1	3	boredom	n	  無聊	1530335057263	1530658363221								
cy, com, hood, ice, ise = 抽象名詞 字尾	1532127236976	0	4	bankruptcy	n	  破產										
dam = harm 破壞,傷害	1531607095876	0	4	damages	n	  賠償										
dam = harm 破壞,傷害	1531608303262	0	3	condemn	v	  譴責										
dam = harm 破壞,傷害	1531694694940	0	3	damage	v	  損傷										
dam = harm 破壞,傷害	1531704832143	1	3	indemnify	v	  賠償	1530335057263	1530658496014								
de = away,down,not 分離,往下,不	1531607100191	0	4	declivity	n	  下坡										
de = away,down,not 分離,往下,不	1531618441471	0	3	deconstruction	n	  解構										
de = away,down,not 分離,往下,不	1531618456435	0	3	desalination	n	  海水淡化										
de = away,down,not 分離,往下,不	1531694750638	0	3	deprive	v	  剝奪										
de = away,down,not 分離,往下,不	1531791251967	0	3	depict	v	  描繪										
deca = ten 十	1531618462771	0	3	decimate	v	  抽取										
deca = ten 十	1532040877736	0	4	decade	n	  十										
demi,hemi,semi = half半	1531694776520	0	3	semifinal	n	  半決賽										
demi,hemi,semi = half半	1531704884714	0	3	semiprecious	a	  寶石的										
demi,hemi,semi = half半	1532040883452	0	4	semiannual	a	  半年報										
demo = people 人們	1531608385823	0	3	democracy	n	  民主										
demo = people 人們	1531608392846	0	3	demographic	a	  人口										
demo = people 人們	1531608412374	0	3	endemic	a	  流行										
demo = people 人們	1531618493675	0	3	democratization	n	  民主化										
demo = people 人們	1531791302318	0	3	pandemic	n	  流感大流行										
di,dicho = two 二	1531608446058	0	3	dichotomy	n	  二分法										
dia = through 穿過	1531791350230	0	3	diagram	n	  圖										
dic,dict = speak 說	1531605571410	1	3	edict	n	  法令	1530335057263	1530830987394								
dic,dict = speak 說	1531618571545	0	3	indication	n	  跡象										
dic,dict = speak 說	1531618596072	0	3	addicted	a	  上癮										
dic,dict = speak 說	1531705033534	0	3	verdict	n	  判決書										
dic,dict = speak 說	1531737070696	0	3	contradictory	a	  矛盾										
dic,dict = speak 說	1531791427609	0	3	valedictorian	n	  告別演說者										
dis = not, apart 不,分開	1531605587085	2	3	dishonest	a	  不誠實	1530335057263	1530744626965	1530831030365							
dis = not, apart 不,分開	1531650680176	0	3	disinterested	a	  無私,超然的										
dis = not, apart 不,分開	1531791466820	0	3	dissonance	n	  不和諧										
dom = home,control 家,房屋,支配	1531618693973	0	3	domesticate	v	  馴養										
dom = home,control 家,房屋,支配	1531692886695	3	3	domineering	a	  盛氣凌人	1530335057263	1530744738096	1530831155126							
dom = home,control 家,房屋,支配	1531705085767	0	3	domain	n	  域										
dom = home,control 家,房屋,支配	1531779294539	4	3	anno Domini	v	  公元	1530335057263	1530744754906	1530831168599	1530959516300						
dom = home,control 家,房屋,支配	1531951194379	1	3	domicile	n	  住所	1530335057263	1530744725166								
du = two 二	1531618779940	0	3	duplicity	n	  表裡不一										
du = two 二	1531871686200	1	3	duet	n	  二重奏, 二重唱	1530335057263	1530744823300								
du = two 二	1531951209230	1	3	dual	a	  雙	1530335057263	1530744813711								
duc,duct = lead 領導	1531564327165	0	3	introduce	v	  介紹										
duc,duct = lead 領導	1531618878718	0	3	abduct	v	  挾持										
duc,duct = lead 領導	1531692017318	1	3	conduit	n	  導管	1530335057263	1530831396515								
duc,duct = lead 領導	1531705242680	0	3	conducive	a	  有利於										
duc,duct = lead 領導	1531791632937	0	3	coeducational	a	  男女同校										
duc,duct = lead 領導	1531791650249	0	3	induce	v	  促使										
duc,duct = lead 領導	1531791656261	0	3	producer	n	  製片人										
duc,duct = lead 領導	1531791659604	0	3	reduce	v	  減少										
duc,duct = lead 領導	1531791694437	0	3	deductible	a	  扣除										
dur = last,hard 持續,強硬	1531705335873	0	3	duress	n	  脅迫										
dur = last,hard 持續,強硬	1531823531196	0	3	enduring	a	  持久不衰的										
dur = last,hard 持續,強硬	1531823537505	1	3	endure	v	  忍受	1530335057263	1530927743971								
e,ec,ef,ex = out 外圍,外面	1531618964485	0	3	exit	n	  出口										
e,ec,ef,ex = out 外圍,外面	1531618974764	0	3	eccentric	n	  偏心										
e,ec,ef,ex = out 外圍,外面	1531705405537	0	3	expatriate	v	  外籍										
e,ec,ef,ex = out 外圍,外面	1531791770496	0	3	enumerate	v	  枚舉										
ed,en,fold,ful,ic,ical,id = 狀態,性質 字尾	1531605627576	1	3	arctic	a	  北極	1530335057263	1530831574525								
ed,en,fold,ful,ic,ical,id = 狀態,性質 字尾	1531605635825	2	3	manifold	a	  多種	1530335057263	1530745132623	1531007711380							
ed,en,fold,ful,ic,ical,id = 狀態,性質 字尾	1531619044000	0	3	twofold	a	  兩倍的										
ed,en,fold,ful,ic,ical,id = 狀態,性質 字尾	1531705476141	0	3	magical	a	  神奇										
ed,en,fold,ful,ic,ical,id = 狀態,性質 字尾	1531791833144	0	3	wooden	a	  木										
ed,en,fold,ful,ic,ical,id = 狀態,性質 字尾	1531951231341	1	3	vivid	a	  生動	1530335057263	1530745208274								
ee = 人 字尾	1531605639779	0	3	trainee	n	  實習生										
ee = 人 字尾	1531698915752	0	3	employee	n	  僱員										
eer = 人 字尾	1531864848680	0	3	volunteer	n	  志願者										
elle,ess,cle,(c)ule,el,le = 陰性字尾	1531605663800	0	3	cubicle	n	  櫃										
elle,ess,cle,(c)ule,el,le = 陰性字尾	1531778470698	0	3	particle	n	  粒子										
elle,ess,cle,(c)ule,el,le = 陰性字尾	1531778480866	1	3	lioness	n	  母獅	1530335057263	1530831658097								
elle,ess,cle,(c)ule,el,le = 陰性字尾	1531785327034	0	3	tunnel	n	  隧道										
elle,ess,cle,(c)ule,el,le = 陰性字尾	1531864859158	0	3	actress	n	  演員										
elle,ess,cle,(c)ule,el,le = 陰性字尾	1531864902273	1	3	granule	n	  細粒	1530335057263	1530927972172								
elle,ess,cle,(c)ule,el,le = 陰性字尾	1531952703857	3	3	pebble	n	  卵石	1530335057263	1530831724942	1531007735427	1531087316068						
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531605741969	0	3	bulletin	n	  公告										
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531605786645	1	3	maiden	n	  少女	1530335057263	1530928017569								
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531692916199	0	3	kitty	n	  貓咪										
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531692920969	0	3	leaflet	n	  傳單										
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531865732956	1	3	lambkin	n	  小羊	1530335057263	1530928124498								
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531865742956	1	3	yearling	n	  一歲	1530335057263	1530929069710								
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531951372733	1	3	daddy	n	  爸	1530932450691	1530959673073								
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531951393485	2	3	diskette	n	  軟盤, (電腦	1530335057263	1530928079748	1530959688673							
en,in,ette,ie,y,kin,let,ling = 小 字尾	1531952712828	2	3	birdie	n	  小鳥	1530335057263	1530928096996	1531007769518							
epi = upon 在...之上	1531605837458	0	3	episode	n	  插曲										
epi = upon 在...之上	1531778631902	0	3	epicenter	n	  震中										
epi = upon 在...之上	1531779351404	0	3	epilogue	n	  結語										
epi = upon 在...之上	1531865747164	0	3	epigram	n	  警句										
epi = upon 在...之上	1531951451399	0	3	epitaph	n	  墓誌銘										
er,le = 反覆 字尾	1531692964457	2	3	stutter	v	  口吃	1530335057263	1530929206174	1530959806411							
er,le = 反覆 字尾	1531693530743	2	3	trickle	v	  潺,涓涓細流	1530932450691	1531087477368	1531174584018							
er,le = 反覆 字尾	1531779368874	2	3	twinkle	v	  眨眼	1530335057263	1530929240935	1530959818267							
er,le = 反覆 字尾	1531951484619	2	3	flicker	v	  閃爍	1530335057263	1530929190278	1530959792044							
er,le = 反覆 字尾	1532038555975	1	3	mutter	v	  咕噥	1530335057263	1530929199040								
er,or,ar,ier,eur = 人 字尾	1531606588614	0	3	doctor	n	  醫生										
er,or,ar,ier,eur = 人 字尾	1531606592228	0	3	premier	n	  總理										
er,or,ar,ier,eur = 人 字尾	1531607143313	2	3	entrepreneur	n	  企業家	1530335057263	1530929284670	1531007856190							
er,or,ar,ier,eur = 人 字尾	1531692292858	0	3	scholar	n	  學者										
er,or,ar,ier,eur = 人 字尾	1531865088801	0	3	teacher	n	  老師										
erg,org,urg = work 作用	1531606615120	0	3	urgent	a	  緊急										
erg,org,urg = work 作用	1531692328066	0	3	allergic	a	  過敏的										
erg,org,urg = work 作用	1531692344860	0	3	energetic	a	  有活力										
erg,org,urg = work 作用	1531865156961	0	3	synergy	n	  協同效應										
erg,org,urg = work 作用	1531865164411	0	3	urge	v	  敦促										
erg,org,urg = work 作用	1531865810537	0	3	organic	a	  有機										
erg,org,urg = work 作用	1531865840024	2	3	ergonomics	n	  人體工程學	1530335057263	1530929311701	1530959912185							
erg,org,urg = work 作用	1531952195672	0	3	energy	n	  能源										
erg,org,urg = work 作用	1532038601113	0	3	organ	n	  器官										
ern,ward = 方位 字尾	1531605973497	0	3	northern	a	  北方										
ern,ward = 方位 字尾	1531606644810	0	3	backward	a	  落後										
ern,ward = 方位 字尾	1531779450790	1	3	wayward	a	  任性	1530335057263	1530929404733								
ern,ward = 方位 字尾	1531951581688	0	3	southern	a	  南部的										
ery,ory,ium,um = 地方,場所 字尾	1531693064476	0	3	fishery	n	  漁業										
ery,ory,ium,um = 地方,場所 字尾	1531693090454	2	3	gymnasium	n	  健身房	1530335057263	1530929487060	1530960018611							
ery,ory,ium,um = 地方,場所 字尾	1531779458600	0	3	bakery	n	  麵包店										
ery,ory,ium,um = 地方,場所 字尾	1531779468928	0	3	forum	n	  論壇										
ery,ory,ium,um = 地方,場所 字尾	1531865195722	0	3	conservatory	n	  溫室										
ery,ory,ium,um = 地方,場所 字尾	1531865897203	0	3	museum	n	  博物館										
ery,ory,ium,um = 地方,場所 字尾	1531951610081	1	3	auditorium	n	  禮堂	1530932450691	1530959983409								
ery,ory,ium,um = 地方,場所 字尾	1531952282526	1	3	aquarium	n	  水族館	1530335057263	1530929455537								
esce = 正在進行 字尾	1531953613184	4	3	convalesce	v	  療養	1530335057263	1530929528944	1530960033036	1530961869765	1531007972540					
esce = 正在進行 字尾	1532126437384	2	3	evanesce	v	  逐漸消失	1530932450691	1531007966688	1531261588469							
eu = good	1531606761246	0	3	euphemism	n	  婉辭										
eu = good	1531692461636	0	3	eugenics	n	  優生學										
eu = good	1531865912317	0	3	euphony	n	  悅耳的聲音										
eu = good	1532038726803	0	3	eulogy	n	  頌										
fact,fect,fic = do,make 做,製造	1531606065291	0	3	factory	n	  廠										
fact,fect,fic = do,make 做,製造	1531606141687	0	3	efficient	a	  高效										
fact,fect,fic = do,make 做,製造	1531606771197	0	3	facility	n	  設施										
fact,fect,fic = do,make 做,製造	1531606830366	1	3	feasible	a	  可行	1530335057263	1530929926159								
fact,fect,fic = do,make 做,製造	1531606835864	1	3	defective	a	  缺陷	1530932450691	1531008076702								
fact,fect,fic = do,make 做,製造	1531692518416	0	3	perfectionist	n	  完美主義者										
fact,fect,fic = do,make 做,製造	1531692594677	0	3	counterfeit	v	  偽造										
fact,fect,fic = do,make 做,製造	1531693178391	0	3	facsimile	n	  傳真										
fact,fect,fic = do,make 做,製造	1531693212566	0	3	artificial	a	  人造										
fact,fect,fic = do,make 做,製造	1531779586137	0	3	affect	v	  影響										
fact,fect,fic = do,make 做,製造	1531779596959	0	3	effective	a	  有效										
fact,fect,fic = do,make 做,製造	1531779621580	1	3	effect	n	  影響	1530335057263	1530929755371								
fact,fect,fic = do,make 做,製造	1531779661081	0	3	facilitate	v	  促進										
fact,fect,fic = do,make 做,製造	1531951676717	0	3	artifact	n	  神器,古文物										
fact,fect,fic = do,make 做,製造	1531951746976	1	3	factual	a	  事實	1530932450691	1530960075413								
fact,fect,fic = do,make 做,製造	1531951787836	0	3	feat	n	  功績										
fact,fect,fic = do,make 做,製造	1531951798819	0	3	factory	n	  廠										
fact,fect,fic = do,make 做,製造	1531951810079	0	3	efficiency	n	  效率										
fact,fect,fic = do,make 做,製造	1532040049517	3	3	surfeit	v	  過量	1530335057263	1530929954290	1530962016339	1531008179999						
fed,fid = faith 信心	1531692714166	0	3	confidence	v	  置信度										
fed,fid = faith 信心	1531692720773	0	3	confidential	a	  機密										
fed,fid = faith 信心	1531692733449	1	3	confidant	n	  知己	1530335057263	1530930024970								
fed,fid = faith 信心	1531693323998	0	3	infidelity	n	  不忠										
fed,fid = faith 信心	1531779103427	0	3	federal	a	  聯邦										
fed,fid = faith 信心	1531779127077	0	3	diffident	a	  心虛										
fed,fid = faith 信心	1531866115077	0	3	confederation	n	  聯盟										
fed,fid = faith 信心	1531951896200	0	3	confidence	n	  信心度										
fed,fid = faith 信心	1531951908154	0	3	fidelity	n	 忠實										
fer = carry,bear 攜帶,傳送,懷有	1531606338486	0	3	different	a	  不同										
fer = carry,bear 攜帶,傳送,懷有	1531606349737	0	3	conference	n	  會議										
fer = carry,bear 攜帶,傳送,懷有	1531606945996	0	3	preferential	a	  優惠										
fer = carry,bear 攜帶,傳送,懷有	1531693364992	0	3	suffer	v	  遭受										
fer = carry,bear 攜帶,傳送,懷有	1531693388141	0	3	infertility	n	  不孕不育										
